,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
220,2,3,1,100,55,5026,4,Standard_Match,Step 1: Approximate,6,5,10,17,4,12,60.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,27,11,16,55_Recombination events.csv|5026,5026,55_Recombination events.csv,7431,7827,['7'],1000,0.0001,0.01,0.1,5000,50,7430,7828,7430-7828,['7'],"['26', '2', '33', '16', '36']","['31', '4']",1,1,2,100,396,99,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7431-7827,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
249,31,32,2,99.9498997995992,55,5025,1,Standard_Match,Step 1: Approximate,6,5,10,17,4,12,60.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,27,11,16,55_Recombination events.csv|5025,5025,55_Recombination events.csv,867,8952,['50'],1000,0.0001,0.01,0.1,5000,50,866,8954,866-8954,['50'],"['2', '33', '36']","['35', '6']",1,2,3,100,1915,478.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,867-8952,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
302,84,85,3,98.64729458917836,55,4991,"5, 6",Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,5,10,17,4,12,60.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,27,11,16,55_Recombination events.csv|4991,4991,55_Recombination events.csv,7683,9732,['13'],1000,0.0001,0.01,0.1,5000,50,7686,9706,7686-8289 | 8290-9706,['13'] | ['13'],"['43', '8', '1', '19', '15'] | ['26', '17', '40', '25', '2', '3', '33', '47', '5', '16', '49', '36']","['14', '30', '28', '44', '34', '27'] | ['42', '22', '12', '44', '34', '11', '27', '31', '4', '28', '38', '7', '10', '14', '45', '18', '29', '39', '32', '41', '37', '30', '48']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,6,5,,0,✅ Yes,✅ Yes,"5, 6",7683-9732,100.0%,100.0%,100,100,,,,,,,,,,100,97.1,5,3,4,100,"5,6",✅ Start+End
382,165,166,4,53.71743486973948,55,4697,2,✅ Complete Match (1/1),Step 2: Best Match,6,5,10,17,4,12,60.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,27,11,16,55_Recombination events.csv|4697,4697,55_Recombination events.csv,3873,8295,"['13', '20', '23', '24', '25', '3', '46', '9']",1000,0.0001,0.01,0.1,5000,50,4200,8295,4200-8295,"['20', '46', '24', '9', '23']","['43', '8', '1', '19', '15']","['42', '22', '12', '44', '34', '11', '27', '31', '4', '28', '38', '7', '50', '10', '14', '21', '45', '18', '29', '6', '35', '39', '32', '41', '37', '30', '48']",327,0,327,92.6,,,,,✅ Complete (5/5),53.52,62.5,5/5,100,8,5,5/5,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3873-8295,92.6%,100.0%,0,92.6,,,,,,,,,,40,67.3,0,1,3,0,2,❌ None
397,181,182,5,50,55,5016,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,5,10,17,4,12,60.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,27,11,16,55_Recombination events.csv|5016,5016,55_Recombination events.csv,6864,7590,"['25', '3']",1000,0.0001,0.01,0.1,5000,50,6866,7590,6866-7590,"['3', '25']","['20', '43', '8', '1', '19', '15']","['17', '40', '47', '5', '49']",2,0,2,99.7,,,,,✅ Complete (2/2),58.94,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6864-7590,99.7%,100.0%,0,99.7,,,,,,,,,,0,99.8,0,1,2,0,3,❌ None
277,59,60,1,99.54773869346734,56,4989,4,Standard_Match,Step 1: Approximate,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4989,4989,56_Recombination events.csv,831,9243,['29'],1000,0.0001,0.01,0.1,5000,50,826,9252,826-9252,['29'],['27'],"['4', '19', '48', '10']",5,9,14,100,1588,397,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,831-9243,100.0%,100.0%,0,100,,,,,,,,,,100,98.6,0,1,7,0,4,❌ None
306,88,89,2,98.34170854271358,56,4995,3,Standard_Match,Step 1: Approximate,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4995,4995,56_Recombination events.csv,2766,10000,['45'],1000,0.0001,0.01,0.1,5000,50,2764,9964,2764-9964,['45'],['50'],"['26', '46', '24', '47', '21', '16', '36', '1', '38', '23']",2,36,38,99.50235001382362,2766,691.5,25,Exact Recombinant Match,,56.90047000276472,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2766-10000,99.5%,100.0%,0,99.50235001382362,,,,,,,,,,100,96.2,0,1,7,0,3,❌ None
352,134,135,3,74.44723618090453,56,4477,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4477,4477,56_Recombination events.csv,8520,10000,"['1', '10', '11', '12', '13', '15', '16', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '29', '3', '30', '32', '36', '37', '38', '39', '4', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7']",1000,0.0001,0.01,0.1,5000,50,8517,9987,8517-9987,"['18', '37', '6', '41']","['42', '50', '20', '43', '32', '10', '4', '22', '19', '48']","['7', '26', '46', '24', '47', '21', '16', '49', '36', '1', '38', '23']",3,13,16,99.1,,,,,✅ Complete (4/4),56.82,10,4/4,100,40,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8520-10000,99.1%,100.0%,0,99.1,,,,,,,,,,50,98.4,0,1,3,0,6,❌ None
353,135,136,4,74.19597989949749,56,4804,5,Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4804,4804,56_Recombination events.csv,7962,10000,"['18', '37', '41', '6']",1000,0.0001,0.01,0.1,5000,50,7970,9987,7970-8506,"['18', '37', '6', '41'] | ['18', '37', '6', '41']","['35', '17', '40', '9', '8', '33', '14', '31', '28', '34'] | ['42', '50', '20', '43', '32', '10', '4', '22', '19', '48']","['47', '1', '44', '12', '11', '27', '26', '46', '13', '49', '38', '24', '23', '7', '21', '45', '39', '16', '36'] | ['7', '26', '46', '24', '47', '21', '16', '49', '36', '1', '38', '23']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5,6,,0,✅ Yes,✅ Yes,5,7962-10000,100.0%,100.0%,100,100,,,,,,,,,,50,97.9,5,3,4,100,5,✅ Start+End
396,180,181,5,50,56,4812,1,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4812,4812,56_Recombination events.csv,3255,8160,"['25', '3', '30', '5']",1000,0.0001,0.01,0.1,5000,50,3256,8156,3256-8156,"['3', '5', '25', '30']","['40', '9']","['42', '20', '48', '43', '32', '50', '2', '10', '4', '22', '19', '15', '29']",1,4,5,99.9,,,,,✅ Complete (4/4),58.98,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3255-8160,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.5,0,1,1,0,1,❌ None
418,202,203,6,49.64824120603015,56,4990,2,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4990,4990,56_Recombination events.csv,720,10000,"['15', '2']",1000,0.0001,0.01,0.1,5000,50,718,9990,718-9990,"['2', '15']","['31', '17', '8']",['43'],2,10,12,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,720-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,98.8,0,1,3,0,2,❌ None
219,1,2,1,100,57,4975,2,🎯 Perfect Match (1/1),Step 2: Best Match,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,57_Recombination events.csv|4975,4975,57_Recombination events.csv,1065,7212,['9'],1000,0.0001,0.01,0.1,5000,50,1068,7213,1068-7213,['9'],"['31', '10', '20', '25']","['7', '41', '2', '36', '27']",3,1,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1065-7212,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,2,❌ None
256,38,39,2,99.89959839357432,57,4880,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,57_Recombination events.csv|4880,4880,57_Recombination events.csv,7002,10000,['3'],1000,0.0001,0.01,0.1,5000,50,6999,9997,6999-9997,['3'],"['50', '39', '32', '33', '37', '18']","['35', '49', '45', '19', '15', '11']",3,3,6,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7002-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.4,0,1,2,0,1,❌ None
284,66,67,3,99.3975903614458,57,4911,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,57_Recombination events.csv|4911,4911,57_Recombination events.csv,6924,10000,"['1', '43', '47']",1000,0.0001,0.01,0.1,5000,50,6924,9984,6924-9984,"['1', '43', '47']","['19', '11']","['31', '20', '10', '25']",0,16,16,99.5,,,,,✅ Complete (3/3),56.900000000000006,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6924-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,98.4,0,1,2,0,3,❌ None
340,122,123,4,78.57142857142857,57,4183,4,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,57_Recombination events.csv|4183,4183,57_Recombination events.csv,1506,10000,"['1', '11', '15', '19', '3', '35', '43', '45', '47', '49']",1000,0.0001,0.01,0.1,5000,50,1508,9998,1508-9998,"['35', '3', '49', '45', '19', '15', '11']","['42', '17', '40', '2', '44', '34', '27', '26', '4', '38', '24', '7', '14', '21', '6', '8', '5', '16', '30', '48']","['20', '43', '25', '10', '47', '31', '1']",2,2,4,100,,,,,✅ Complete (7/7),59,70,7/7,100,10,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1506-10000,100.0%,100.0%,0,100,,,,,,,,,,57.14285714285714,99.6,0,1,2,0,4,❌ None
232,14,15,1,100,58,4934,1,Standard_Match,Step 1: Approximate,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,58_Recombination events.csv|4934,4934,58_Recombination events.csv,1500,10000,['16'],1000,0.0001,0.01,0.1,5000,50,1501,9996,1501-9996,['16'],"['22', '34']",['3'],1,4,5,99.94117647058825,1500,375,25,Exact Recombinant Match,,58.98823529411764,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1500-10000,99.9%,100.0%,0,99.94117647058825,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
378,161,162,2,59.731993299832496,58,4919,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,58_Recombination events.csv|4919,4919,58_Recombination events.csv,2778,5664,"['19', '39', '46']",1000,0.0001,0.01,0.1,5000,50,2718,5747,2718-5747,"['46', '39', '19']","['25', '10', '44', '30', '1', '12', '29', '6']","['32', '40']",60,83,143,100,,,,,✅ Complete (3/3),57,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2778-5664,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,85.7,0,1,3,0,3,❌ None
392,175,176,3,50,58,4898,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,58_Recombination events.csv|4898,4898,58_Recombination events.csv,837,10000,"['36', '50']",1000,0.0001,0.01,0.1,5000,50,836,9996,836-9996,"['50', '36']",['9'],['35'],1,4,5,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,837-10000,100.0%,100.0%,0,100,,,,,,,,,,0,99.5,0,1,2,0,2,❌ None
230,12,13,1,100,59,4993,2,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4993,4993,59_Recombination events.csv,351,5244,['8'],1000,0.0001,0.01,0.1,5000,50,348,5242,348-5242,['8'],"['43', '22']","['7', '28']",3,2,5,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,351-5244,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,1,0,2,❌ None
293,75,76,2,99.04522613065326,59,4968,7,Standard_Match,Step 1: Approximate,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4968,4968,59_Recombination events.csv,1434,9423,['16'],1000,0.0001,0.01,0.1,5000,50,1415,9418,1415-9418,['16'],"['26', '20']","['7', '46', '34', '21', '30', '28', '12', '29', '6']",19,5,24,99.93741394417324,2011,502.8,25,Exact Recombinant Match,,56.987482788834654,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,1434-9423,99.9%,100.0%,0,99.93741394417324,,,,,,,,,,100,97.6,0,1,7,0,7,❌ None
295,77,78,3,98.94472361809044,59,5014,3,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|5014,5014,59_Recombination events.csv,2076,10000,['5'],1000,0.0001,0.01,0.1,5000,50,2097,9995,2097-9995,['5'],"['4', '9']",['3'],21,5,26,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2076-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,97.4,0,1,3,0,3,❌ None
298,80,81,4,98.84422110552764,59,4985,1,Standard_Match,Step 1: Approximate,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4985,4985,59_Recombination events.csv,2580,7128,['4'],1000,0.0001,0.01,0.1,5000,50,2578,7102,2578-7102,['4'],['9'],"['42', '17', '25', '2', '47', '1', '12', '11', '34', '26', '20', '46', '13', '28', '7', '33', '21', '45', '15', '29', '6', '39', '41', '37', '16', '30', '19']",2,26,28,99.4283201407212,4548,1137,25,Exact Recombinant Match,,56.88566402814424,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2580-7128,99.4%,100.0%,0,99.4283201407212,,,,,,,,,,100,97.2,0,1,7,0,1,❌ None
342,124,125,5,78.37042354630293,59,4970,4,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4970,4970,59_Recombination events.csv,1284,10000,"['11', '15', '21', '33', '45', '46', '47']",1000,0.0001,0.01,0.1,5000,50,1281,9994,1281-9994,"['46', '33', '47', '21', '45', '15', '11']","['50', '24', '40', '43', '3', '10', '22', '36', '23']","['7', '34', '30', '28', '12', '29', '6']",3,6,9,99.9,,,,,✅ Complete (7/7),58.98,100,7/7,100,7,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1284-10000,99.9%,100.0%,0,99.9,,,,,,,,,,57.14285714285714,99.1,0,1,2,0,4,❌ None
356,138,139,6,69.09547738693468,59,4943,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4943,4943,59_Recombination events.csv,6231,6681,"['10', '23', '24', '40', '50']",1000,0.0001,0.01,0.1,5000,50,6228,6661,6228-6661,"['50', '40', '10', '23', '24']","['49', '9', '27']","['3', '5', '36']",3,20,23,95.6,,,,,✅ Complete (5/5),56.120000000000005,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,6231-6681,95.6%,100.0%,0,95.6,,,,,,,,,,40,97.7,0,1,3,0,6,❌ None
366,148,149,7,65.56113902847571,59,4843,5,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4843,4843,59_Recombination events.csv,7854,8637,"['22', '43', '8']",1000,0.0001,0.01,0.1,5000,50,7844,8620,7844-8620,"['43', '22', '8']","['7', '46', '29', '34', '33', '47', '21', '16', '45', '30', '28', '12', '15', '11', '6']","['50', '24', '40', '3', '10', '5', '36', '23']",10,17,27,97.8,,,,,✅ Complete (3/3),56.56,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7854-8637,97.8%,100.0%,0,97.8,,,,,,,,,,33.33333333333333,97.3,0,1,3,0,5,❌ None
231,13,14,1,100,60,4811,4,Standard_Match,Step 1: Approximate,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11,60_Recombination events.csv|4811,4811,60_Recombination events.csv,2943,3057,['9'],1000,0.0001,0.01,0.1,5000,50,2944,3058,2944-3058,['9'],"['26', '39', '32', '37', '22']","['42', '17', '40', '25', '2', '1', '12', '44', '34', '20', '46', '13', '31', '4', '49', '50', '43', '33', '14', '21', '18', '15', '29', '6', '35', '8', '5', '36', '48']",1,1,2,99.12280701754386,114,28.5,25,Exact Recombinant Match,,58.82456140350877,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,2943-3057,99.1%,100.0%,0,99.12280701754386,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
250,32,33,2,99.9498997995992,60,4975,1,Standard_Match,Step 1: Approximate,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11,60_Recombination events.csv|4975,4975,60_Recombination events.csv,6867,10000,['9'],1000,0.0001,0.01,0.1,5000,50,6866,9998,6866-9998,['9'],['30'],"['42', '17', '40', '25', '2', '47', '1', '12', '44', '11', '34', '27', '20', '46', '13', '31', '4', '49', '28', '38', '23', '24', '7', '50', '43', '3', '10', '33', '14', '21', '45', '18', '15', '29', '6', '35', '41', '8', '5', '16', '36', '19', '48']",1,2,3,99.9361634216406,3133,783.2,25,Exact Recombinant Match,,58.98723268432812,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6867-10000,99.9%,100.0%,0,99.9361634216406,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
308,90,91,3,98.24649298597194,60,4946,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11,60_Recombination events.csv|4946,4946,60_Recombination events.csv,3501,10000,['3'],1000,0.0001,0.01,0.1,5000,50,3480,9984,3480-9984,['3'],"['47', '16', '45', '19', '38', '11', '24', '27']","['42', '40', '4', '49', '18', '44']",21,16,37,99.8,,,,,🎯 Perfect (1/1),56.96,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3501-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,96.3,0,1,3,0,2,❌ None
324,106,107,4,88.47695390781564,60,4463,3,Cross Match (Case_S1_E2E),Step 6: Cross Matches,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11,60_Recombination events.csv|4463,4463,60_Recombination events.csv,3126,5637,['9'],1000,0.0001,0.01,0.1,5000,50,2944,5587,2944-3058,['9'] | ['9'],"['26', '39', '32', '37', '22'] | ['26', '39', '32', '37', '22', '30']","['42', '17', '40', '25', '2', '1', '12', '44', '34', '20', '46', '13', '31', '4', '49', '50', '43', '33', '14', '21', '18', '15', '29', '6', '35', '8', '5', '36', '48'] | ['42', '17', '40', '25', '2', '1', '12', '44', '34', '20', '46', '13', '31', '4', '49', '50', '43', '3', '33', '14', '21', '18', '15', '29', '6', '35', '8', '5', '36', '48']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,4,3,,0,✅ Yes,✅ Yes,3,3126-5637,100.0%,100.0%,100,100,,,,,,,,,,100,76.8,5,3,4,100,3,✅ Start+End
377,160,161,1,60,61,4798,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,18,0,16,100.0%,11.1%,✅ Equal,20,4,16,61_Recombination events.csv|4798,4798,61_Recombination events.csv,765,1017,"['2', '20', '22', '36', '45']",1000,0.0001,0.01,0.1,5000,50,764,1008,764-1008,"['20', '2', '22', '45', '36']","['7', '32']","['46', '35', '39', '25', '8', '34', '33', '47', '44', '29', '23']",1,9,10,96.4,,,,,✅ Complete (5/5),58.28,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,765-1017,96.4%,100.0%,0,96.4,,,,,,,,,,20,99,0,1,3,0,1,❌ None
390,173,174,2,50,61,4997,2,Case_E_Start_End,Step 1: Approximate,2,2,2,18,0,16,100.0%,11.1%,✅ Equal,20,4,16,61_Recombination events.csv|4997,4997,61_Recombination events.csv,4686,10000,['26'],1000,0.0001,0.01,0.1,5000,50,58,4683,58-4683,['26'],"['24', '40', '41', '43', '13', '3', '10', '5', '18', '38', '19', '15', '11', '6', '27']","['7', '32']",4628,5317,9945,0,4686,1171.5,25,Exact Recombinant Match,,33,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4686-10000,,100.0%,0,0,,,,,,,,,,100,0,0,1,8,0,2,❌ None
226,8,9,1,100,62,4951,1,Standard_Match,Step 1: Approximate,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19,62_Recombination events.csv|4951,4951,62_Recombination events.csv,6624,10000,['44'],1000,0.0001,0.01,0.1,5000,50,6624,9998,6624-9998,['44'],['49'],"['43', '32']",0,2,2,99.94075829383884,3376,844,25,Exact Recombinant Match,,58.98815165876778,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6624-10000,99.9%,100.0%,0,99.94075829383884,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
262,44,45,2,99.8496993987976,62,4927,"5, 7",Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19,62_Recombination events.csv|4927,4927,62_Recombination events.csv,2355,10000,['37'],1000,0.0001,0.01,0.1,5000,50,2354,9996,2354-4300 | 9457-9996,['37'] | ['37'],"['42', '20', '50', '2', '14', '47', '4', '30', '12', '27'] | ['42', '20', '14', '47', '4', '12', '27']","['40', '1', '34', '11', '26', '46', '49', '24', '23', '7', '10', '21', '45', '29', '9', '8', '41', '16', '36', '19', '48'] | ['7', '46', '48', '40', '9', '8', '34', '41', '10', '1', '21', '16', '45', '36', '28', '19', '11', '23']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5,7,,0,✅ Yes,✅ Yes,"5, 7",2355-10000,100.0%,100.0%,100,100,,,,,,,,,,100,99.5,5,3,4,100,"7,5",✅ Start+End
266,48,49,3,99.7995991983968,62,4997,4,Standard_Match,Step 1: Approximate,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19,62_Recombination events.csv|4997,4997,62_Recombination events.csv,8217,9327,['39'],1000,0.0001,0.01,0.1,5000,50,8212,9328,8212-9328,['39'],"['10', '34']",['35'],5,1,6,100,1110,277.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8217-9327,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,7,0,4,❌ None
301,83,84,4,98.74749498997996,62,5006,6,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19,62_Recombination events.csv|5006,5006,62_Recombination events.csv,7113,10000,['33'],1000,0.0001,0.01,0.1,5000,50,7114,9974,7114-9974,['33'],['43'],['38'],1,26,27,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,7113-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,97.3,0,1,2,0,6,❌ None
361,143,144,6,66.61656646626587,62,4969,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19,62_Recombination events.csv|4969,4969,62_Recombination events.csv,1341,9432,"['2', '30', '50']",1000,0.0001,0.01,0.1,5000,50,1342,9430,1342-9430,"['2', '50', '30']","['48', '1', '40']","['20', '14', '47', '4', '12']",1,2,3,100,,,,,✅ Complete (3/3),59,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1341-9432,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,99.7,0,1,1,0,2,❌ None
